file_name,cluster,n_origin_chr,origin_chr,n_path_karsim,n_path_omkar,total_alignment_cost,alignment_costs,event_chr,is_event_cluster,n_event_chr,segment_distance,segment_distance_improvement,approximated_distance,n_approximated_edges,karsim_missed_transition,omkar_missed_transition,unaccounted_distance,log10_unaccounted_distance,total_missed_transition
23X_22q11-2_distal_deletion_r2,13,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,7186,0,0,0,0,2,7186,3.8564872128686307,2
23X_22q11-2_distal_deletion_r2,14,1,['Chr17'],3,3,174850187,"[3427303, 8475305, 162947579]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,1,174850171,16,113391,9,0,11,174736780,8.242384328393502,11
23X_22q11-2_distal_deletion_r2,15,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,13820,0,0,0,0,2,13820,4.14050804303818,2
23X_22q11-2_distal_deletion_r2,16,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,3800,0,23798,2,0,0,0,0.0,0
23X_22q11-2_distal_deletion_r2,17,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,896,0,0,0,0,2,896,2.9523080096621253,2
23X_22q11-2_distal_deletion_r2,18,2,"['Chr1', 'Chr21']",4,4,28228,"[18996, 3088, 3392, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,2,11680,16548,33857,6,1,5,0,0.0,6
23X_22q11-2_distal_deletion_r2,19,1,['Chr22'],2,2,159926,"[133006, 26920]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,1,159926,0,50808,4,1,3,109118,5.037896397296606,4
23X_22q11-2_distal_deletion_r2,2,1,['Chr4'],2,2,5168471,"[2712024, 2456447]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,1,5168459,12,105112,8,1,1,5063347,6.704437691364962,2
23X_22q11-2_distal_deletion_r2,20,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,10564,0,30562,2,0,0,0,0.0,0
23X_22q11-2_distal_deletion_r2,3,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,12162,0,0,0,0,2,12162,4.085004999076652,2
23X_22q11-2_distal_deletion_r2,4,2,"['Chr5', 'Chr7']",4,4,82325783,"[41165750, 35163, 6503, 41118367]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,2,79995,82245788,105166,19,1,5,0,0.0,6
23X_22q11-2_distal_deletion_r2,5,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,5020,0,0,0,0,2,5020,3.7007037171450192,2
23X_22q11-2_distal_deletion_r2,6,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,504,0,0,0,0,2,504,2.7024305364455254,2
23X_22q11-2_distal_deletion_r2,7,1,['Chr10'],2,2,2145446,"[2143291, 2155]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,1,2145440,6,26201,4,1,3,2119239,6.326179937611251,4
23X_22q11-2_distal_deletion_r2,8,1,['Chr11'],2,2,10088977,"[6067305, 4021672]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",True,1,10088965,12,86112,6,1,3,10002853,7.000123886544111,4
23X_22q11-2_distal_deletion_r2,9,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr7', 'Chr10', 'Chr11', 'Chr17', 'Chr21', 'Chr22']",False,0,2696,0,22694,2,0,0,0,0.0,0
23X_22q11_duplication_r2,0,1,['Chr1'],2,2,42098,"[24776, 17322]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,42098,0,82094,9,0,0,0,0.0,0
23X_22q11_duplication_r2,1,1,['Chr2'],2,2,4342,"[2171, 2171]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,4342,0,24340,2,0,0,0,0.0,0
23X_22q11_duplication_r2,10,1,['Chr12'],2,2,96491,"[57820, 38671]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,96491,0,136487,10,0,0,0,0.0,0
23X_22q11_duplication_r2,11,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,4450,0,24448,2,0,0,0,0.0,0
23X_22q11_duplication_r2,12,1,['Chr6'],2,3,280387685,"[153166322, 6081, 127215282]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,280387673,12,34445,2,2,6,280353228,8.44770556095,8
23X_22q11_duplication_r2,13,1,['Chr15'],2,1,90676792,"[8420857, 82255935]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,90654304,22488,70980,7,1,1,90583324,7.957048253290754,2
23X_22q11_duplication_r2,14,1,['Chr16'],2,2,221834,"[186334, 35500]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,221834,0,74454,6,1,3,147380,5.168438552186773,4
23X_22q11_duplication_r2,15,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,2096,0,22094,2,0,0,0,0.0,0
23X_22q11_duplication_r2,16,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,13820,0,0,0,0,2,13820,4.14050804303818,2
23X_22q11_duplication_r2,17,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,3800,0,23798,2,0,0,0,0.0,0
23X_22q11_duplication_r2,18,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,896,0,0,0,0,2,896,2.9523080096621253,2
23X_22q11_duplication_r2,19,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,5504,0,25502,2,0,0,0,0.0,0
23X_22q11_duplication_r2,2,1,['Chr3'],2,2,205986,"[138527, 67459]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,183868,22118,106762,7,0,2,77106,4.887088173971904,2
23X_22q11_duplication_r2,20,1,['Chr22'],2,2,406617,"[399696, 6921]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,406617,0,33840,6,1,3,372777,5.571449108936164,4
23X_22q11_duplication_r2,21,2,"['Chr14', 'ChrX']",4,4,242910485,"[122606684, 10435, 120288084, 5282]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,2,2365377,240545108,41832,4,2,5,2323545,6.36615108785962,7
23X_22q11_duplication_r2,3,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,3980,0,23978,2,0,0,0,0.0,0
23X_22q11_duplication_r2,4,1,['Chr5'],2,2,16820,"[11276, 5544]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,16816,4,0,0,2,4,16816,4.225722698684167,6
23X_22q11_duplication_r2,5,1,['Chr7'],2,2,1976,"[988, 988]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,1976,0,21974,2,0,0,0,0.0,0
23X_22q11_duplication_r2,6,1,['Chr8'],2,2,463901,"[446189, 17712]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",True,1,459483,4418,12592,5,2,7,446891,5.650201608431459,9
23X_22q11_duplication_r2,7,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,504,0,0,0,0,2,504,2.7024305364455254,2
23X_22q11_duplication_r2,8,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,4310,0,24308,2,0,0,0,0.0,0
23X_22q11_duplication_r2,9,1,['Chr11'],2,2,14112,"[7056, 7056]","['Chr1', 'Chr3', 'Chr5', 'Chr6', 'Chr8', 'Chr12', 'Chr14', 'Chr15', 'Chr16', 'Chr22', 'ChrX']",False,0,14112,0,34110,2,0,0,0,0.0,0
23X_Angelman_r1,0,1,['Chr2'],2,2,161441,"[130902, 30539]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,161431,10,103025,10,2,3,58406,4.766457464116555,5
23X_Angelman_r1,1,1,['Chr3'],2,2,9924,"[4962, 4962]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,9924,0,0,0,0,2,9924,3.9966867556001713,2
23X_Angelman_r1,10,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,2696,0,22694,2,0,0,0,0.0,0
23X_Angelman_r1,11,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,4450,0,24448,2,0,0,0,0.0,0
23X_Angelman_r1,12,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,20870,0,0,0,0,2,20870,4.319522449065454,2
23X_Angelman_r1,13,1,['Chr15'],2,2,127646578,"[127560295, 86283]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,127646562,16,142622,8,3,7,127503940,8.105523605113666,10
23X_Angelman_r1,14,1,['Chr16'],2,2,7186,"[3593, 3593]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,7186,0,0,0,0,2,7186,3.8564872128686307,2
23X_Angelman_r1,15,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,2096,0,22094,2,0,0,0,0.0,0
23X_Angelman_r1,16,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,13820,0,0,0,0,2,13820,4.14050804303818,2
23X_Angelman_r1,17,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,3800,0,23798,2,0,0,0,0.0,0
23X_Angelman_r1,18,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,896,0,0,0,0,2,896,2.9523080096621253,2
23X_Angelman_r1,19,1,['Chr21'],2,2,52510,"[43071, 9439]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,52510,0,72508,6,0,2,0,0.0,2
23X_Angelman_r1,2,1,['Chr4'],2,2,3980,"[1990, 1990]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,3980,0,23978,2,0,0,0,0.0,0
23X_Angelman_r1,20,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,5760,0,25758,2,0,0,0,0.0,0
23X_Angelman_r1,21,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,10564,0,30562,2,0,0,0,0.0,0
23X_Angelman_r1,3,1,['Chr5'],2,2,18498415,"[18451531, 46884]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,18498403,12,89952,10,2,4,18408451,7.265017245839422,6
23X_Angelman_r1,4,1,['Chr6'],2,2,12162,"[6081, 6081]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,12162,0,0,0,0,2,12162,4.085004999076652,2
23X_Angelman_r1,5,1,['Chr7'],2,2,116357,"[69091, 47266]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,116357,0,156353,14,0,0,0,0.0,0
23X_Angelman_r1,6,1,['Chr8'],2,2,5020,"[2510, 2510]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,5020,0,0,0,0,2,5020,3.7007037171450192,2
23X_Angelman_r1,7,2,"['Chr1', 'Chr9']",4,4,270813098,"[8752, 135379546, 135399832, 24968]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,2,56112,270756986,86561,12,1,3,0,0.0,4
23X_Angelman_r1,8,1,['Chr10'],2,2,4310,"[2155, 2155]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",False,0,4310,0,24308,2,0,0,0,0.0,0
23X_Angelman_r1,9,1,['Chr11'],2,2,8188655,"[8159499, 29156]","['Chr1', 'Chr2', 'Chr5', 'Chr7', 'Chr7', 'Chr9', 'Chr11', 'Chr15', 'Chr21']",True,1,8164373,24282,149714,20,1,3,8014659,6.9038850491394745,4
23X_Angelman_r2,0,1,['Chr2'],2,2,8208162,"[8174353, 33809]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,8195354,12808,114004,18,2,2,8081350,6.907483916291537,4
23X_Angelman_r2,1,1,['Chr3'],2,2,155224,"[93745, 61479]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,155224,0,139212,7,0,2,16012,4.204445581433068,2
23X_Angelman_r2,10,1,['Chr11'],2,2,14112,"[7056, 7056]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,14112,0,34110,2,0,0,0,0.0,0
23X_Angelman_r2,11,1,['Chr12'],2,2,2696,"[1348, 1348]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,2696,0,22694,2,0,0,0,0.0,0
23X_Angelman_r2,12,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,4450,0,24448,2,0,0,0,0.0,0
23X_Angelman_r2,13,1,['Chr14'],2,1,177407114,"[88696919, 88710195]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,177407102,12,0,0,1,2,177407102,8.248971001615622,3
23X_Angelman_r2,14,1,['Chr15'],2,2,152902735,"[152889637, 13098]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,152902731,4,23096,3,1,4,152879635,8.184349637170484,5
23X_Angelman_r2,15,1,['Chr16'],2,2,4150928,"[4082769, 68159]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,4150928,0,89260,8,1,3,4061668,6.608704421367978,4
23X_Angelman_r2,16,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,2096,0,22094,2,0,0,0,0.0,0
23X_Angelman_r2,17,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,13820,0,0,0,0,2,13820,4.14050804303818,2
23X_Angelman_r2,18,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,3800,0,23798,2,0,0,0,0.0,0
23X_Angelman_r2,19,1,['Chr20'],2,2,896,"[448, 448]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,896,0,0,0,0,2,896,2.9523080096621253,2
23X_Angelman_r2,2,1,['Chr4'],2,2,110108,"[66133, 43975]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,110108,0,150104,9,0,0,0,0.0,0
23X_Angelman_r2,20,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,5504,0,25502,2,0,0,0,0.0,0
23X_Angelman_r2,21,1,['Chr22'],2,2,5760,"[2880, 2880]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,5760,0,25758,2,0,0,0,0.0,0
23X_Angelman_r2,22,1,['ChrX'],2,2,10564,"[5282, 5282]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,10564,0,30562,2,0,0,0,0.0,0
23X_Angelman_r2,3,1,['Chr1'],2,2,112010864,"[112007776, 3088]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,112010864,0,18851,3,1,0,111992013,8.049187050940592,1
23X_Angelman_r2,4,1,['Chr6'],2,2,112023694,"[15267, 112008427]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,112016850,6844,9186,4,0,2,112007664,8.049247739804418,2
23X_Angelman_r2,5,1,['Chr7'],2,2,268085,"[255159, 12926]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,268085,0,65848,6,1,1,202237,5.305860614290635,2
23X_Angelman_r2,6,1,['Chr5'],2,2,494051897,"[494046353, 5544]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,494047267,4630,0,0,2,8,494047267,8.693768501181271,10
23X_Angelman_r2,7,1,['Chr8'],2,1,326711143,"[148587327, 178123816]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,326702655,8488,0,0,5,1,326702655,8.514152663851513,6
23X_Angelman_r2,8,1,['Chr9'],2,2,504,"[252, 252]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",False,0,504,0,0,0,0,2,504,2.7024305364455254,2
23X_Angelman_r2,9,1,['Chr10'],2,2,2437627,"[2371394, 66233]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr10', 'Chr14', 'Chr15', 'Chr16']",True,1,2434637,2990,186619,18,1,3,2248018,6.35179978433002,4
23X_Cri_du_Chat_r1,0,1,['Chr1'],2,2,2386734,"[2383646, 3088]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",True,1,2357088,29646,47674,6,1,0,2309414,6.36350179424186,1
23X_Cri_du_Chat_r1,1,1,['Chr2'],2,3,18881946,"[9500886, 19160, 9361900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",True,1,158142,18723804,78316,6,2,2,79826,4.9021443677597025,4
23X_Cri_du_Chat_r1,10,1,['Chr13'],2,2,4450,"[2225, 2225]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,4450,0,24448,2,0,0,0,0.0,0
23X_Cri_du_Chat_r1,11,1,['Chr14'],2,2,20870,"[10435, 10435]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,20870,0,0,0,0,2,20870,4.319522449065454,2
23X_Cri_du_Chat_r1,12,1,['Chr15'],2,2,9358,"[4679, 4679]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,9358,0,29356,2,0,0,0,0.0,0
23X_Cri_du_Chat_r1,13,1,['Chr16'],2,2,60007,"[31727, 28280]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",True,1,60007,0,63461,7,0,2,0,0.0,2
23X_Cri_du_Chat_r1,14,1,['Chr17'],2,2,2096,"[1048, 1048]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,2096,0,22094,2,0,0,0,0.0,0
23X_Cri_du_Chat_r1,15,1,['Chr18'],2,2,13820,"[6910, 6910]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,13820,0,0,0,0,2,13820,4.14050804303818,2
23X_Cri_du_Chat_r1,16,1,['Chr19'],2,2,3800,"[1900, 1900]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,3800,0,23798,2,0,0,0,0.0,0
23X_Cri_du_Chat_r1,17,1,['Chr20'],2,2,252174,"[224453, 27721]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",True,1,252174,0,28192,4,1,5,223982,5.350213118268185,6
23X_Cri_du_Chat_r1,18,1,['Chr21'],2,2,5504,"[2752, 2752]","['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr9', 'Chr16', 'Chr20']",False,0,5504,0,25502,2,0,0,0,0.0,0
